Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Unnamed: 61
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.277421291,0.978422157,1.972063745,2.9230547000000002,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,71.378,74.37664556,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.153198791,0.302155121,0.496486119,1.590941911,5.551653306,7.142704085,11.74555372,17.387957800000002,22.88732797,36.16342251,39.84,54.55,65.88,70.0,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,97.3341,97.49393019,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.812717072,2.0534547119999997,3.3152678860000004,4.387409055,6.3190620829999995,7.219345808,21.94,26.98,38.58,46.0,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,79.2006,79.88937141,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.036993376,0.280014086,0.727273598,2.364127672,7.003324245,9.212005085,13.60858974,22.52121677,25.17188016,25.74212398,31.48409738,34.86292717,46.4,47.327,49.24,54.0,55.198,60.20369672,61.31,65.8,69.78,77.60013186,81.64298546,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.3714381009999999,2.373253192,3.3533666810000002,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52.0,46.1074826,55.41605319,56.0,56.8,57.08,58.27123642,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75.0,80.3,87.0,90.7,92.4,93.36330202,95.20817797,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0008253910000000001,0.0034572170000000003,0.004643901,0.028128807999999998,0.260818206,0.600695269,1.282846417,1.4878129519999999,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38.0,43.37,45.0,46.6,63.30662538,70.99999911,
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0036951959999999996,0.014333647,0.062561023,0.168608781,0.196394691,0.222511586,0.339720155,0.423252419,0.525353655,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3.0,3.7,4.17397219,4.713662899,
Maldives,MDV,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22693009,0.309444238,0.569627464,1.119908615,2.203872939,3.6172906489999996,5.347765169,5.97659285,6.588254875,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34.0,38.9301,44.1,49.28,54.46195515,59.09258997,
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00196039038588653,,,,,0.0371438535762088,0.0844233660692767,0.22774397937291702,0.487321735461687,0.918917803896499,1.69301270423432,2.0766498906854998,3.75720889498429,5.1292307395946395,8.351298094202981,9.75306816782806,11.7924022550573,15.0413603774066,18.7368378825078,21.5977033056323,24.852629196697997,27.7842212894293,31.5633752546456,35.249798244795706,40.1385077814278,44.231819271616104,47.6214167533341,
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.005880695,0.01730781,0.028305042000000002,0.043339167000000005,0.10256419,0.20040628,0.62731154,1.265783278,1.857436221,5.081384153,7.038023117000001,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540445999999996,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.037059432,,,0.9660715670000001,1.5342717959999999,1.706614078,2.335444575,2.5697503669999997,3.5997768139999997,3.878702398,3.7955902139999997,3.95,4.6,5.6,7.0,10.0,12.5,14.0,16.8,19.2824418,29.78777936,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.00622563147314348,0.0142652043558014,0.0403617399946927,0.0852358444887938,0.169864958900732,0.390258930857315,0.7787000727866701,1.57486803381673,2.23874710251438,3.7662440530775805,4.9407410550640805,6.3408736604190805,7.50845511741238,9.2280780539945,12.0661639855185,14.9311130431584,17.8927450232488,21.8918464800554,25.0563591135271,28.508881058315897,31.477334067291103,35.0886608262618,38.899743723364104,41.9261986366193,
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.04074384,0.07599573400000001,0.503985009,1.002861666,1.49733026,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447,
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.002055228,0.010085919,0.019793888,0.060909872999999996,0.142545755,0.185897413,0.227045578,0.310364443,0.43281964,0.507063136,0.729627281,0.81,1.57,1.8,2.0,2.2,2.8,3.5,7.0,10.33,11.11218649,
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.224995699,1.051527475,3.920605132,6.500783995,7.759798038,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63.0,68.01982379,68.19987429,68.9138,73.17,76.184,77.28939482,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.000151709,,0.000289277,0.000426494,0.024064149,0.024337392000000003,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,4.0,8.0,11.52,21.72583401,25.07330424,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.00282568886820953,0.0131440587460298,0.0258900855289049,0.0744515281849407,0.158224277027974,0.41662660525278,0.842207741591236,1.1413692468888201,2.81671008109906,4.05009639610098,7.41694566662921,8.53921872627493,9.91224974903069,11.8482386141769,14.9671374817215,17.671424630731998,20.6189163555238,22.868621717494197,26.135011992214604,29.6580978422723,34.686575865956605,39.0100700343807,42.467581138221604,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61.0,68.11958104,69.88164684,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.008811225,0.018160749,0.11274255400000001,0.145810542,0.50847156,1.255652004,1.653238239,2.0395726030000003,,,,,9.0,9.8,10.0,10.2,12.49999111,16.4,17.69998424,19.94244743,21.43603111,22.2657705,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0030429790000000003,0.011842611000000001,0.020197055,0.056250629,0.10959253,0.16003194699999998,0.259612611,0.41953884399999997,0.679447835,0.8543571179999999,0.842954488,0.91,1.56,2.68,4.17,4.3,6.0,7.29393733,9.236314896,16.93353299,17.52123909,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0041725270000000005,0.040594795,0.118464464,0.19203146199999999,0.261448552,0.363229415,0.424004896,0.48147043799999995,0.669966475,0.979661253,1.433613196,1.87,2.28,4.0,4.5,5.0,6.2,10.7,15.19912669,18.0,
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.18376915800000002,0.47562919299999995,2.565279962,4.652213227,7.281535115,8.780904019,10.25262467,12.187106199999999,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,53.22617811,
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.004668518,0.018057365,0.087278755,0.126780945,0.164020725,0.21509472699999999,0.27881511600000003,0.347505335,0.38448933399999996,0.42513749,0.9658647370000001,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,9.298148347,9.614097296,
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.001047822,0.025538477999999996,0.09960741699999999,0.145673837,0.852044466,2.307393234,6.751770483,12.3055022,21.38473116,26.695972499999996,32.33820434,34.97115234,42.25226563,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61.0,65.8,57.05751226,63.66542588,71.06406781,78.78830993,
North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743037088114256,1.10495093606653,1.64464582017631,2.16453221642111,4.61787674897972,8.73682316992406,15.469499771645902,20.9751340713823,29.585570511292502,35.8824799767721,43.879374108914696,50.162021251388396,59.0571968931638,61.9397408705414,64.8742472235062,68.32787478957711,69.2704538253649,74.82360508812779,74.2665029928779,71.91664651472341,72.5404836415795,71.042549590574,75.5235833999092,72.8302881787651,74.4048152933966,75.94103574213,77.5404103808318,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.006172051,0.009032145,0.05875067900000001,0.286745093,0.33621770799999995,1.644739547,2.4169794419999997,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12.0,12.9414,13.9,14.84,25.68785182,31.03334594,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.005179013,0.252983946,0.9893349690000001,1.936042825,5.688147323,13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42.0,50.0,58.0,66.0,70.0,74.00175279,,
Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.001039305,0.002008766,0.0029115029999999997,0.028136022000000004,0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.22134135100000002,0.294033977,0.39039062,0.7,0.76,0.83,1.3,1.4077,1.7,1.95,2.476219975,4.32275803,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.00883298,0.017237401,0.025231461,0.041038723,0.064080808,0.08990137,0.32046197600000004,0.558576245,1.2861376409999998,3.549155718,5.545036082999999,6.77,8.0,9.3,11.5,13.8,16.1,19.1,21.0,24.5,25.67,
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.013166228,0.030046477999999998,0.084093291,0.206216818,0.303808975,0.49790164299999995,0.9802164870000001,1.448799428,1.714729584,1.8804125319999998,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10.0,10.6,13.5,15.5,17.6,19.7042915,24.57183396,
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33438694199999996,0.531496128,1.320008028,1.967087737,3.2573088310000005,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81.0,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707299448,1.4073951580000001,2.2163658319999997,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40.0,52.0,64.0,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009248780000000001,0.004510473,0.021998858,0.064393596,0.146668869,0.20465168399999997,0.240015303,0.31295606,0.38281091700000003,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9.0,11.1493,13.3,15.44,17.58161801,19.68876384,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.987155233,,,,,,,,,,54.0,,,,,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.285941241,0.631215367,3.168718848,4.88424078,8.041899368,14.6015244,31.63626081,41.49448266,47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69.0,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,
OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24590901928962303,0.433388347516486,0.6679015837274941,0.8815984731897241,1.77722331667065,3.34846307615022,6.1079249316455195,9.55886834958936,14.3089896499294,20.657579415803898,27.8838387432267,33.3980169075884,41.5248260413295,45.720984636014606,50.5291015366622,54.1468285704574,56.6075568188913,61.8761411302316,63.912649043576,65.321687118511,67.6206343303804,68.53404329851439,70.949513494628,72.2550666160652,73.8512428658348,76.5197458048123,78.58564479192971,
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.439792805,0.862725306,2.5156659869999998,3.5204214169999997,5.893841521000001,6.873396039,7.255742945,6.75885217,6.68358142,8.299716672999999,16.68,20.0,26.8,35.8278,48.0,60.0,66.45,70.22,66.13381127,69.81521334,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.8591843721751529,1.4838511607848897,2.53528546988723,3.3483736753085696,5.393165535392161,6.65069918279289,8.61556704022553,10.3492258401439,12.1488749776688,12.8946337542853,14.278310184932101,16.122745409585,18.772671215949103,20.804330988492104,24.400375166241197,28.024585552369103,31.3520810149364,36.172160796041496,39.8946640329072,43.42812715035271,45.593539452735605,
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.000122702,0.00299173,0.027549237999999997,0.043947719,0.055357237999999996,,1.318550779,2.5774267369999997,5.041158126,6.164320985,6.332329098,6.5,6.8,7.0,7.5,8.0,9.0,9.96,10.9,12.0,14.0,15.51455779,
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.007636899,0.056123043,0.21999852600000003,0.539065541,2.750648071,3.8368645089999998,6.554796477000001,7.268399877999999,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54.0,
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.008504578,0.033412305,0.24623258,0.40342970100000003,1.19038044,1.952497608,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.9,45.46174069,
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.005844253000000001,0.028585702,0.055946029,0.136912963,1.103405994,1.431608803,1.982253196,2.52400566,4.3322757460000005,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9.0,25.0,29.0,36.2351,48.09902359,49.6,53.7,55.5,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20.24393947,21.60152718,26.97033263,,,,,,,,,,,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.002067023,0.100588321,0.234958542,0.667113315,0.835249302,0.904103545,1.321656935,1.3744046680000002,1.5079127719999998,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2.0,3.5,5.1,6.5,7.9,9.601538462,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.005229468,0.052127180999999995,0.129961704,0.389098144,0.647752333,1.295200255,2.0734654740000003,4.102272002,5.45644373,7.2854287079999995,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997,73.3007,
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0048236673559563705,0.0139107706191914,0.0284474635352648,0.0730802208190776,0.12309807620722901,0.186957927907997,0.36354277791977,0.6450234948954899,0.9899689734182109,1.72702963265446,2.47713132475269,3.3247068190674702,3.6982801319468797,4.4105681855471,6.291068416608041,7.192884187051309,8.68208097002009,10.415419509270999,12.487723631158,15.1543437750562,17.354399062973098,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.027254662000000002,0.135102783,0.268160428,1.3318221590000001,2.647646679,5.2656826510000005,10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38.0,41.5,45.3,48.0,68.99998259999998,68.99999,76.13385972,79.46876883,80.32,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.10023057,0.250426501,0.450161608,0.718905754,1.494334529,2.98087767,4.953001955,9.870446442,14.74233784,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329,70.42356709,
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.020359612,0.09957671900000001,0.19490495100000002,0.38165732,0.747630712,1.098793836,1.7949695980000002,2.1119420819999997,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43.0,48.43868795,51.34987436,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.111306207,1.8368548390000001,3.100092235,4.130616356,4.4009048260000005,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.42419241,61.17838483,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0217089806770952,0.131097921879554,0.285080151648422,0.612237964649537,0.8705621297183059,1.45822209392483,1.86085387336005,3.9964781392484903,4.54842383901153,5.17447490564815,5.582895212265821,6.49838617346761,7.39786557419891,8.696955680173401,10.877920329129601,12.9869185351363,17.673521029332896,20.762298806323198,22.0789555753044,24.793251056377503,28.013615896220603,30.678456582238898,
Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272078070930674,0.49559502194068894,0.777235172924425,1.0099376277610201,2.01300123740506,3.7503671048652594,6.82563169038674,10.683733470942698,15.9216549981105,22.9428359248453,30.5723616958021,36.6531581049143,44.715751247149704,49.7980076884617,54.976334834795296,58.5039299700699,60.422100719308204,65.6693740891524,67.6511373013156,68.8425372386594,70.9546050934313,71.40275553239199,74.2181273918662,75.69817015338141,77.3574382691782,79.0536858001459,80.9390437607682,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.090971944,0.21438525,1.316164696,3.4489002319999997,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49.0,49.0,52.87663059,56.8,60.68,64.56020975,68.44041949,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.190209535,0.930185833,3.0837491860000004,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37.0,44.3,53.1,69.0,69.0,69.3,85.3,91.49,92.88482645,94.29111815,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0037032140000000002,0.026300162000000002,0.074952756,0.22162264899999998,0.44544467600000004,2.2376494730000003,2.697580217,3.6137172910000004,4.538669028999999,6.58,8.9,15.0,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.000672532,0.013447238,0.053817493,0.14815104199999998,0.26975293,0.472963763,0.8127444509999999,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.226673199999999,18.02327746,24.66,26.83,29.0,43.0,49.0,63.8,67.97,70.52,73.41,76.40908522,
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.000883372,0.0016257910000000001,0.011763573000000001,0.067176482,0.06283146,0.24067241,0.29278471899999997,0.356918467,0.43085424299999997,0.556041165,,2.115387178,4.5,7.7,8.0,7.0,8.023854277,9.0,10.6,18.0,20.0,
South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.00010898317633728,0.000213588190327478,0.0010787383877655802,0.0224723897486006,0.0407987010609245,0.0600474207468359,0.117013677938458,0.226317005562423,0.473920912087836,0.6635562041991719,1.4625452372725702,1.8431644130035298,2.18437603564208,2.5466883278998598,2.9833483063669504,3.9734001178418796,4.41682340804885,5.157112646590299,7.20654564155376,9.39309278703748,11.512009799094,13.7466237906087,19.0709449795339,23.1889008556779,26.466113346813003,
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.010956134,0.026732651,0.052099031,0.10142989300000001,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30.0,36.0,38.0,41.0,47.5,54.0,60.5,64.71365737,69.6162358,73.75090368,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0012318189999999999,0.004805071,0.008794581,0.025785032000000003,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,,8.66,,,16.7,17.46,21.0,22.7,24.64,26.61492855,28.0,
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.000692848,0.011238218999999999,0.027347441,0.079871379,0.311090952,0.40396748600000004,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.6117386520000005,6.89,7.12,7.5,8.0,9.8,10.8,13.1,17.7,21.69026413,25.66476804,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.161504498,0.471368155,0.7632781390000001,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36.0,41.67042518,47.0,53.83794329,62.0,61.0,59.0,69.9,69.0,69.0,71.0,71.0,72.0,80.90205685,79.02923586,79.012957,81.0,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.02487191,0.268683585,0.391923246,0.5082927970000001,0.49454149799999997,0.481296806,0.468551964,0.5019198429999999,0.555609882,0.649672673,0.8443075729999999,1.6463479890000001,2.0,3.0,4.0,5.0,6.0,6.9974,8.0,9.0,10.00046498,11.00090227,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.002506116,0.004987835,0.014805065,0.04849065599999999,0.118254246,0.160264445,0.176198957,0.190173282,0.20300768100000002,0.21539161,0.227669467,0.23983469899999998,0.25,0.26,0.58,0.9,2.5,4.0,6.057298984,6.344421603,11.77318438,
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.086389581,0.25696067899999997,0.425253672,0.845428741,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,24.76171215,26.80260496,28.99707305,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.3621327109999999,1.4280751859999998,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.25956420000001,50.20865936,50.36482211,54.52,54.21,,49.6,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.079039179,0.11561421300000001,0.37619800299999995,1.0534547440000002,1.077327839,1.100216368,1.122235622,1.142687372,1.1606105420000001,,1.25,1.3767,1.5,1.63,1.76,1.88,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.31702539999999,67.05684137,
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0686427556786738,0.12863499208323198,0.23370708114794395,0.358971873432163,0.500288946640673,0.641008944017856,0.8275182465964329,1.1076534669053302,1.5033761671991799,2.04174996522107,2.72084137447655,3.4981917926404704,3.9129493643717,4.64759009404479,7.151372933414249,8.4861975588,10.3624591948962,12.413271007116801,14.766400373613301,17.7521696835248,19.995100479160303,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.829969245,4.51615373,5.5,6.6797280510000006,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.06872217785165599,0.12877978859001,0.23398984396980102,0.359684994781716,0.501116247797902,0.6422420418591911,0.8291086373646671,1.10924437621218,1.5060415973083001,2.0444694147349,2.72479419406114,3.50209081797886,3.9171738904480398,4.64759009404479,7.15498989881471,8.48982293627074,10.366219954965699,12.4170362511922,14.7699423932109,17.755638343474,19.998497746786498,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.7231859789622199,1.26076727153617,2.25695842186517,3.18145049518556,5.01059322034275,6.69680772072386,8.94516013096319,10.8608226383053,12.623513963769,13.690960055126,15.315492512139599,17.3104268383959,19.9736567801297,22.4401950752931,25.9594584214734,30.2312467779736,32.9524956912151,37.1285299927304,40.64584184635461,43.896236636675994,46.2225488351336,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.295847047,0.363203161,4.638516816,6.310917888,7.5806651689999995,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23.0,24.41,25.82,28.0,
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.114720735,0.226306297,1.0030869359999999,1.6701484359999998,1.8918713569999999,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32.0,34.6812,37.4,40.08,42.76382778,45.4,
