"year","country","value"
1975,"DEU",488780155338.262
1976,"DEU",517787921003.573
1977,"DEU",598226205424.071
1978,"DEU",737668356280.428
1979,"DEU",878010536975.7759
1980,"DEU",946695355820.96
1981,"DEU",797443405711.813
1982,"DEU",773638200773.7571
1983,"DEU",767768378016.0859
1984,"DEU",722367608343.0691
1985,"DEU",729763282952.432
1986,"DEU",1042300769791.95
1987,"DEU",1293264353318.82
1988,"DEU",1395931548502.06
1989,"DEU",1393674332154.37
1990,"DEU",1764967948916.6
1991,"DEU",1861873895109.02
1992,"DEU",2123130870381.97
1993,"DEU",2068555542410.98
1994,"DEU",2205966011811.5
1995,"DEU",2591620035485.19
1996,"DEU",2503665193657.4
1997,"DEU",2218689375140.99
1998,"DEU",2243225519617.65
1999,"DEU",2199957383336.88
2000,"DEU",1949953934033.54
2001,"DEU",1950648769574.94
2002,"DEU",2079136081309.99
2003,"DEU",2505733634311.51
2004,"DEU",2819245095604.67
2005,"DEU",2861410272354.18
2006,"DEU",3002446368084.31
2007,"DEU",3439953462907.2
2008,"DEU",3752365607148.09
2009,"DEU",3418005001389.27
2010,"DEU",3417094562648.95
2011,"DEU",3757698281117.55
2012,"DEU",3543983909148.01
2013,"DEU",3752513503278.41
2014,"DEU",3879276587198.91
2015,"DEU",3363599907529.78
2016,"DEU",3466756880460.62
1985,"DJI",340989527.96799505
1986,"DJI",0
1987,"DJI",373371738.286415
1988,"DJI",395794538.630775
1989,"DJI",409220087.102818
1990,"DJI",452328087.28287596
1991,"DJI",462421998.525779
1992,"DJI",478058304.87111795
1993,"DJI",466048469.22985995
1994,"DJI",491689220.744875
1995,"DJI",497723960.589913
1996,"DJI",494004647.73437
1997,"DJI",502675542.00122696
1998,"DJI",514267869.300758
1999,"DJI",536080148.09729904
2000,"DJI",551230861.856505
2001,"DJI",572417440.820162
2002,"DJI",591122039.601398
2003,"DJI",622044665.515049
2004,"DJI",666072101.7775049
2005,"DJI",708633194.726566
2006,"DJI",768873684.032838
2007,"DJI",847918929.107984
2008,"DJI",999105339.2677289
2009,"DJI",1049110684.72493
2010,"DJI",1128611700.3618
2011,"DJI",1239144501.77525
2012,"DJI",1353632941.5207
2013,"DJI",1455000000.0
2014,"DJI",1588000000.0
2015,"DJI",1727000000.0
1977,"DMA",36370370.370370395
1978,"DMA",45170370.370370395
1979,"DMA",44296296.2962963
1980,"DMA",59100000.0
1981,"DMA",66218518.51851851
1982,"DMA",72051851.85185179
1983,"DMA",79925925.92592591
1984,"DMA",89848148.14814809
1985,"DMA",98585185.18518521
1986,"DMA",112074074.074074
1987,"DMA",126348148.148148
1988,"DMA",143766666.66666698
1989,"DMA",153374074.074074
1990,"DMA",166322222.222222
1991,"DMA",180437037.03703701
1992,"DMA",191759259.25925902
1993,"DMA",200418518.51851898
1994,"DMA",215459259.25925902
1995,"DMA",224037037.03703701
1996,"DMA",236444444.444444
1997,"DMA",245781481.48148102
1998,"DMA",258440740.740741
1999,"DMA",267740740.740741
2000,"DMA",335845814.814815
2001,"DMA",343119370.37037003
2002,"DMA",337695740.740741
2003,"DMA",350091222.22222203
2004,"DMA",374771481.481481
2005,"DMA",370370370.37037003
2006,"DMA",390370370.37037003
2007,"DMA",421375851.851852
2008,"DMA",458190185.18518496
2009,"DMA",489074333.333333
2010,"DMA",493824407.40740705
2011,"DMA",500988407.40740705
2012,"DMA",485905592.59259295
2013,"DMA",508447148.14814806
2014,"DMA",528178703.703704
2015,"DMA",517218962.962963
2016,"DMA",525424630.0
1960,"DNK",6248946880.2777
1961,"DNK",6933842098.84548
1962,"DNK",7812968114.400121
1963,"DNK",8316692385.773859
1964,"DNK",9506678762.77765
1965,"DNK",10678897387.0006
1966,"DNK",11721248101.0874
1967,"DNK",12788479692.1939
1968,"DNK",13196541952.0
1969,"DNK",15009384584.5333
1970,"DNK",17075466666.6667
1971,"DNK",19085681968.1403
1972,"DNK",23232411897.6012
1973,"DNK",30730638895.7765
1974,"DNK",34160363582.6675
1975,"DNK",40474400473.3563
1976,"DNK",44575847808.1059
1977,"DNK",49784281716.4179
1978,"DNK",60362854966.8154
1979,"DNK",70366280174.8717
1980,"DNK",71127592753.5975
1981,"DNK",61877755004.6326
1982,"DNK",60412846238.7787
1983,"DNK",60644833242.2089
1984,"DNK",59105208272.9853
1985,"DNK",62658544411.3095
1986,"DNK",88078729452.4781
1987,"DNK",109414353171.645
1988,"DNK",115552848547.872
1989,"DNK",112409236409.401
1990,"DNK",138247261092.977
1991,"DNK",139224732275.463
1992,"DNK",152915624326.966
1993,"DNK",143195607581.857
1994,"DNK",156162311731.59802
1995,"DNK",185006961302.29898
1996,"DNK",187632400365.599
1997,"DNK",173537588008.176
1998,"DNK",176992000955.11
1999,"DNK",177965224620.85397
2000,"DNK",164158800460.219
2001,"DNK",164791416350.267
2002,"DNK",178635160297.415
2003,"DNK",218095997085.477
2004,"DNK",251373036671.06198
2005,"DNK",264467308109.19
2006,"DNK",282884912894.33
2007,"DNK",319423370134.284
2008,"DNK",353361056079.716
2009,"DNK",321241396034.248
2010,"DNK",321995350346.50104
2011,"DNK",344003209695.606
2012,"DNK",327148899962.146
2013,"DNK",343584385594.132
2014,"DNK",352296969840.949
2015,"DNK",301307828843.61304
2016,"DNK",306142937248.09
1960,"DOM",672399700.0
1961,"DOM",654100200.0
1962,"DOM",824100000.0
1963,"DOM",940799900.0
1964,"DOM",1025599900.0
1965,"DOM",888100000.0
1966,"DOM",983900000.0
1967,"DOM",1034800000.0
1968,"DOM",1079100000.0
1969,"DOM",1230500000.0
1970,"DOM",1485400100.0
1971,"DOM",1666400000.0
1972,"DOM",1987300000.0
1973,"DOM",2344699900.0
1974,"DOM",2925600000.0
1975,"DOM",3599300100.0
1976,"DOM",3951399900.0
1977,"DOM",4587100200.0
1978,"DOM",4774400000.0
1979,"DOM",5498800100.0
1980,"DOM",6631000100.0
1981,"DOM",7266999800.0
1982,"DOM",7964000300.0
1983,"DOM",8622000100.0
1984,"DOM",10330399700.0
1985,"DOM",5044592912.6775
1986,"DOM",6122197810.1435795
1987,"DOM",5826987203.495629
1988,"DOM",5374315190.18405
1989,"DOM",6686592728.70663
1990,"DOM",7073674721.12418
1991,"DOM",9724402004.34906
1992,"DOM",11277676879.9612
1993,"DOM",12976408000.0
1994,"DOM",14511134920.6349
1995,"DOM",16358496124.031
1996,"DOM",18131813000.6281
1997,"DOM",19593869595.0191
1998,"DOM",21171523985.0642
1999,"DOM",21709726722.118
2000,"DOM",23996063503.0497
2001,"DOM",24892521236.9553
2002,"DOM",26571620978.7885
2003,"DOM",21277165885.6865
2004,"DOM",22039232609.9553
2005,"DOM",34004033803.9438
2006,"DOM",35952845582.5029
2007,"DOM",44169678153.1566
2008,"DOM",48288967303.4896
2009,"DOM",48376555305.6902
2010,"DOM",53954579003.5277
2011,"DOM",57746684847.0898
2012,"DOM",60613645121.3529
2013,"DOM",61965942056.6828
2014,"DOM",65231032303.2418
2015,"DOM",68102618092.1031
2016,"DOM",71583553488.0804
1960,"DZA",2723648551.75208
1961,"DZA",2434776645.73628
1962,"DZA",2001468867.73344
1963,"DZA",2703014867.32834
1964,"DZA",2909351792.58659
1965,"DZA",3136258896.9233
1966,"DZA",3039834558.74906
1967,"DZA",3370843065.76735
1968,"DZA",3852115816.9775796
1969,"DZA",4257218772.15369
1970,"DZA",4863487492.65763
1971,"DZA",5077222366.97472
1972,"DZA",6761786386.54713
1973,"DZA",8715105930.491009
1974,"DZA",13209713643.3219
1975,"DZA",15557934268.4965
1976,"DZA",17728347374.994
1977,"DZA",20971901273.271
1978,"DZA",26364491313.4471
1979,"DZA",33243422157.6311
1980,"DZA",42345277342.0195
1981,"DZA",44348672667.8715
1982,"DZA",45207088715.6483
1983,"DZA",48801369800.3675
1984,"DZA",53698278905.9678
1985,"DZA",57937868670.1937
1986,"DZA",63696301892.8116
1987,"DZA",66742267773.1959
1988,"DZA",59089067187.3943
1989,"DZA",55631489801.5508
1990,"DZA",62045099642.7774
1991,"DZA",45715367087.1001
1992,"DZA",48003298223.1178
1993,"DZA",49946455210.965996
1994,"DZA",42542571305.5136
1995,"DZA",41764052457.8814
1996,"DZA",46941496779.8499
1997,"DZA",48177862501.9495
1998,"DZA",48187747528.899
1999,"DZA",48640574566.6476
2000,"DZA",54790245600.5846
2001,"DZA",54744714396.1666
2002,"DZA",56760288973.6703
2003,"DZA",67863829880.4832
2004,"DZA",85324998813.604
2005,"DZA",103198228458.58801
2006,"DZA",117027304746.54
2007,"DZA",134977087734.00801
2008,"DZA",171000691877.714
2009,"DZA",137211039898.19301
2010,"DZA",161207268655.392
2011,"DZA",200013051408.11603
2012,"DZA",209047389309.482
2013,"DZA",209783503258.224
2014,"DZA",213983107815.932
2015,"DZA",164779467703.299
2016,"DZA",156079606663.18802
1960,"EAP",80250607897.4713
1961,"EAP",70446120293.9302
1962,"EAP",64553859602.9319
1963,"EAP",69902870221.9516
1964,"EAP",81045260486.8772
1965,"EAP",94581389222.3104
1966,"EAP",103540620174.62401
1967,"EAP",100327594149.627
1968,"EAP",101263633884.657
1969,"EAP",113708383150.44301
1970,"EAP",126754872473.16301
1971,"EAP",136312702994.83301
1972,"EAP",154641092152.956
1973,"EAP",194701040987.763
1974,"EAP",219659412580.45898
1975,"EAP",246944087318.74103
1976,"EAP",250649893231.029
1977,"EAP",289645540998.115
1978,"EAP",280407523101.03
1979,"EAP",324803362089.114
1980,"EAP",374772179720.21
1981,"EAP",399918512930.105
1982,"EAP",419717430302.974
1983,"EAP",440418446521.644
1984,"EAP",478102543729.01
1985,"EAP",523953069728.02795
1986,"EAP",522473954708.346
1987,"EAP",516026891406.57794
1988,"EAP",572339843240.957
1989,"EAP",618571702696.759
1990,"EAP",662968550783.783
1991,"EAP",719500276654.131
1992,"EAP",806275873618.2859
1993,"EAP",885162771200.593
1994,"EAP",1064785347623.54
1995,"EAP",1314212366696.86
1996,"EAP",1509512132190.59
1997,"EAP",1563548446701.34
1998,"EAP",1433046627815.34
1999,"EAP",1576362586188.13
2000,"EAP",1737555451927.59
2001,"EAP",1848686476416.41
2002,"EAP",2046092163273.83
2003,"EAP",2315810256864.63
2004,"EAP",2685504072554.6
2005,"EAP",3105749295673.26
2006,"EAP",3737290328576.48
2007,"EAP",4727201576905.36
2008,"EAP",5984186206834.35
2009,"EAP",6493074986751.24
2010,"EAP",7874829344710.68
2011,"EAP",9625670980492.27
2012,"EAP",10738149376011.5
2013,"EAP",11854684976018.3
2014,"EAP",12748056303254.9
2015,"EAP",13267358556273.4
2016,"EAP",13510885067040.8
1960,"EAR",152222021503.102
1961,"EAR",153174173789.089
1962,"EAR",158795369827.794
1963,"EAR",167975897835.713
1964,"EAR",192426156455.165
1965,"EAR",209993963772.447
1966,"EAR",207316686431.05103
1967,"EAR",217587076275.31302
1968,"EAR",235705718659.73602
1969,"EAR",263417168820.022
1970,"EAR",278414463364.509
1971,"EAR",300750846441.857
1972,"EAR",330264782812.664
1973,"EAR",422538233529.836
1974,"EAR",592504417822.074
1975,"EAR",636292930399.3729
1976,"EAR",694401920707.91
1977,"EAR",777069860599.9929
1978,"EAR",860276042756.7621
1979,"EAR",1045208440796.38
1980,"EAR",1289757085834.86
1981,"EAR",1441144663708.07
1982,"EAR",1371908131842.89
1983,"EAR",1385300584420.83
1984,"EAR",1365815981597.72
1985,"EAR",1397858695204.75
1986,"EAR",1418211765048.27
1987,"EAR",1429315977542.63
1988,"EAR",1535871536563.05
1989,"EAR",1568562659306.28
1990,"EAR",1806505172134.77
1991,"EAR",1912921517302.44
1992,"EAR",2098149661879.33
1993,"EAR",2302453002964.44
1994,"EAR",2408912031539.9
1995,"EAR",2468961701917.03
1996,"EAR",2694453298131.29
1997,"EAR",2878903970242.92
1998,"EAR",2839864195429.24
1999,"EAR",3010697292749.06
2000,"EAR",3265108230891.93
2001,"EAR",3224441922892.92
2002,"EAR",3131166808367.24
2003,"EAR",3500675725433.46
2004,"EAR",4066546525118.83
2005,"EAR",4742611342049.54
2006,"EAR",5428145324754.82
2007,"EAR",6446032068048.83
2008,"EAR",7272012608284.4
2009,"EAR",6990930969841.42
2010,"EAR",8490184886018.92
2011,"EAR",9567687630587.59
2012,"EAR",9956217405201.38
2013,"EAR",10199668619019.7
2014,"EAR",10409979185059.7
2015,"EAR",10123440406910.5
2016,"EAR",10274853795796.7
1960,"EAS",153406062445.133
1961,"EAS",153851906489.076
1962,"EAS",157422860957.59802
1963,"EAS",175666653928.707
1964,"EAS",201828758065.12
1965,"EAS",224795305298.80603
1966,"EAS",251316895422.91397
1967,"EAS",272311886780.48398
1968,"EAS",300037540836.51
1969,"EAS",345620520780.581
1970,"EAS",406892268832.73706
1971,"EAS",451555305929.632
1972,"EAS",560418537433.306
1973,"EAS",738629607846.8729
1974,"EAS",850486001086.155
1975,"EAS",931183199853.3721
1976,"EAS",1023624295308.86
1977,"EAS",1220099418673.47
1978,"EAS",1539413405469.08
1979,"EAS",1671803883927.95
1980,"EAS",1806920411252.29
1981,"EAS",1994776943312.9
1982,"EAS",1953473277429.83
1983,"EAS",2073066401462.35
1984,"EAS",2223992929693.57
1985,"EAS",2358172144946.55
1986,"EAS",3076109459284.79
1987,"EAS",3598365917263.22
1988,"EAS",4330848600314.32
1989,"EAS",4529251580451.42
1990,"EAS",4740125610961.59
1991,"EAS",5337495034346.36
1992,"EAS",5827466927803.02
1993,"EAS",6542241886332.85
1994,"EAS",7302165972072.69
1995,"EAS",8297217618291.42
1996,"EAS",7993854682092.77
1997,"EAS",7649008381580.38
1998,"EAS",6857782846050.01
1999,"EAS",7656256420658.0
2000,"EAS",8283672555565.94
2001,"EAS",7705159083109.5
2002,"EAS",7827298972846.92
2003,"EAS",8605351856004.54
2004,"EAS",9651082222195.49
2005,"EAS",10292825485348.7
2006,"EAS",10913330711044.6
2007,"EAS",12205786067031.7
2008,"EAS",14097329803496.3
2009,"EAS",14526049741278.9
2010,"EAS",16934259897815.9
2011,"EAS",19633645544446.8
2012,"EAS",21013112141456.7
2013,"EAS",21256469783768.7
2014,"EAS",21894085979174.9
2015,"EAS",21765291253881.4
2016,"EAS",22477425046152.1
1989,"ECA",903702469910.52
1990,"ECA",960438672723.3671
1991,"ECA",926765119090.884
1992,"ECA",853278424758.7891
1993,"ECA",838260559328.055
1994,"ECA",727687093069.718
1995,"ECA",776931366529.1559
1996,"ECA",787851671889.667
1997,"ECA",820131784781.875
1998,"ECA",771871770861.159
1999,"ECA",650450056519.407
2000,"ECA",720049109208.4741
2001,"ECA",717065633312.417
2002,"ECA",820427017878.697
2003,"ECA",1037515255499.23
2004,"ECA",1367586660092.33
2005,"ECA",1726468996323.24
2006,"ECA",2114341890534.89
2007,"ECA",2727633767388.62
2008,"ECA",3372528990767.71
2009,"ECA",2655132038891.56
2010,"ECA",3156252483058.18
2011,"ECA",3871963192958.71
2012,"ECA",4070879223563.86
2013,"ECA",4302720557394.27
2014,"ECA",4078799138447.73
2015,"ECA",3120102822297.1
2016,"ECA",2979118476324.24
1960,"ECS",432763685324.509
1961,"ECS",460668876592.491
1962,"ECS",503638735647.90796
1963,"ECS",555368983066.662
1964,"ECS",615028489294.961
1965,"ECS",669257339022.057
1966,"ECS",727080705610.445
1967,"ECS",782273534888.3259
1968,"ECS",815868539007.5259
1969,"ECS",895741081122.038
1970,"ECS",1007609884842.09
1971,"ECS",1136379130354.99
1972,"ECS",1361730567491.87
1973,"ECS",1729501999343.51
1974,"ECS",1954079227218.94
1975,"ECS",2282879504237.62
1976,"ECS",2372796286718.28
1977,"ECS",2689034117521.4
1978,"ECS",3282122941201.44
1979,"ECS",4015364706047.03
1980,"ECS",4548343163223.59
1981,"ECS",4048271618267.43
1982,"ECS",3900963906539.6
1983,"ECS",3784300665660.48
1984,"ECS",3637246299961.42
1985,"ECS",3764269446867.67
1986,"ECS",5137673243594.37
1987,"ECS",6348859470242.99
1988,"ECS",7067497880251.27
1989,"ECS",7224451847727.19
1990,"ECS",8837798957217.57
1991,"ECS",9118254483722.14
1992,"ECS",9780068883431.27
1993,"ECS",8987910993879.63
1994,"ECS",9400417935058.64
1995,"ECS",10827903895370.2
1996,"ECS",11055076580949.0
1997,"ECS",10489769869606.2
1998,"ECS",10749669669893.6
1999,"ECS",10628573427395.1
2000,"ECS",10011304103592.3
2001,"ECS",10112904613806.8
2002,"ECS",11061551679319.4
2003,"ECS",13475936343306.8
2004,"ECS",15710079754567.4
2005,"ECS",16731221185836.3
2006,"ECS",18108863489937.0
2007,"ECS",21160525702403.2
2008,"ECS",23218568155419.7
2009,"ECS",20419024790312.5
2010,"ECS",20905471026131.4
2011,"ECS",23146206945497.4
2012,"ECS",22278308473166.2
2013,"ECS",23253753489878.5
2014,"ECS",23602629398500.7
2015,"ECS",20278407939904.2
2016,"ECS",20162858489508.1
1960,"ECU",1010325138.03016
1961,"ECU",979108806.848646
1962,"ECU",958598195.033967
1963,"ECU",1038389642.3141801
1964,"ECU",1156150890.06133
1965,"ECU",2387048255.4517303
1966,"ECU",2429309513.80854
1967,"ECU",2553596091.82258
1968,"ECU",2582180794.1855
1969,"ECU",3112166848.3004
1970,"ECU",2862504169.99893
1971,"ECU",2754220263.02528
1972,"ECU",3185987234.84089
1973,"ECU",3891755551.9413795
1974,"ECU",6599259420.99605
1975,"ECU",7731677256.80982
1976,"ECU",9091924304.83477
1977,"ECU",11026346589.5011
1978,"ECU",11922502170.6405
1979,"ECU",14175166007.5774
1980,"ECU",17881514682.8784
1981,"ECU",21810767209.3695
1982,"ECU",19929853574.6095
1983,"ECU",17152483214.3536
1984,"ECU",16912515183.2783
1985,"ECU",17149094589.9827
1986,"ECU",15314143988.0621
1987,"ECU",13945431882.2271
1988,"ECU",13051886552.3377
1989,"ECU",13890828707.6493
1990,"ECU",15239278100.3502
1991,"ECU",16988535267.6338
1992,"ECU",18094238119.0595
1993,"ECU",18938717358.6793
1994,"ECU",22708673336.6683
1995,"ECU",24432884442.2211
1996,"ECU",25226393196.5983
1997,"ECU",28162053026.5133
1998,"ECU",27981896948.4742
1999,"ECU",19645272636.3182
2000,"ECU",18327764882.4412
2001,"ECU",24468324000.0
2002,"ECU",28548945000.0
2003,"ECU",32432859000.0
2004,"ECU",36591661000.0
2005,"ECU",41507085000.0
2006,"ECU",46802044000.0
2007,"ECU",51007777000.0
2008,"ECU",61762635000.0
2009,"ECU",62519686000.0
2010,"ECU",69555367000.0
2011,"ECU",79276664000.0
2012,"ECU",87924544000.0
2013,"ECU",95129659000.0
2014,"ECU",102292260000.0
2015,"ECU",100176808000.0
2016,"ECU",97802211000.0
1965,"EGY",5111621013.54303
1966,"EGY",5339520612.99374
1967,"EGY",5579168509.50907
1968,"EGY",6109112149.53271
1969,"EGY",6861743341.40436
1970,"EGY",7682491836.222059
1971,"EGY",8266003570.51773
1972,"EGY",8763960703.205791
1973,"EGY",9616725366.346642
1974,"EGY",9015166839.80885
1975,"EGY",11437965585.2696
1976,"EGY",13360476861.9662
1977,"EGY",14636028766.883001
1978,"EGY",14849909490.6004
1979,"EGY",18150000571.4286
1980,"EGY",22912500555.5556
1981,"EGY",23405404729.7297
1982,"EGY",25592365394.0887
1983,"EGY",28137369499.4179
1984,"EGY",30642873038.0563
1985,"EGY",34689560464.8728
1986,"EGY",35880262675.3976
1987,"EGY",40507934171.249
1988,"EGY",35044634014.7643
1989,"EGY",39648442534.0768
1990,"EGY",43130416913.4141
1991,"EGY",36970555898.9698
1992,"EGY",41855986519.4235
1993,"EGY",46578631452.58099
1994,"EGY",51897983392.6453
1995,"EGY",60159245060.4542
1996,"EGY",67629716981.1321
1997,"EGY",78436578171.0914
1998,"EGY",84828807556.0803
1999,"EGY",90710704806.8416
2000,"EGY",99838543960.0763
2001,"EGY",97632008709.85301
2002,"EGY",87850683978.6691
2003,"EGY",82924503942.6381
2004,"EGY",78845185293.4964
2005,"EGY",89685725230.2517
2006,"EGY",107484034870.974
2007,"EGY",130478960092.49901
2008,"EGY",162818181818.182
2009,"EGY",188982374700.805
2010,"EGY",218888324504.75302
2011,"EGY",236001858960.015
2012,"EGY",279372758361.832
2013,"EGY",288586231501.877
2014,"EGY",305529656458.438
2015,"EGY",332698041030.807
2016,"EGY",336296921758.782
1960,"EMU",245389523535.21
1961,"EMU",270108736771.728
1962,"EMU",299749528685.37604
1963,"EMU",336271770003.717
1964,"EMU",374010191933.27
1965,"EMU",408119028178.09705
1966,"EMU",445040235612.18396
1967,"EMU",483441345246.615
1968,"EMU",518263505475.99603
1969,"EMU",572532268216.495
1970,"EMU",641460637395.9711
1971,"EMU",727045243334.751
1972,"EMU",878371965947.9109
1973,"EMU",1140215331077.93
1974,"EMU",1292913189870.35
1975,"EMU",1499292682301.1
1976,"EMU",1564518129278.76
1977,"EMU",1779460900157.27
1978,"EMU",2179044584488.07
1979,"EMU",2639765077757.45
1980,"EMU",2956735717812.24
1981,"EMU",2569819070205.93
1982,"EMU",2487970498872.87
1983,"EMU",2427189312535.1
1984,"EMU",2328259732922.51
1985,"EMU",2392054029846.51
1986,"EMU",3357238823395.49
1987,"EMU",4152743228203.74
1988,"EMU",4567318804504.65
1989,"EMU",4665607905988.65
1990,"EMU",5871693989817.07
1991,"EMU",6104530124284.34
1992,"EMU",6734901870233.99
1993,"EMU",6168663044953.83
1994,"EMU",6515506760178.52
1995,"EMU",7520106864481.86
1996,"EMU",7611726452029.66
1997,"EMU",6959484673611.01
1998,"EMU",7151028055866.01
1999,"EMU",7119223020204.08
2000,"EMU",6486948965622.98
2001,"EMU",6593233923750.33
2002,"EMU",7173603214645.71
2003,"EMU",8850599071571.01
2004,"EMU",10151814034876.7
2005,"EMU",10535328496601.9
2006,"EMU",11184406192078.3
2007,"EMU",12877397931377.4
2008,"EMU",14115366559756.8
2009,"EMU",12905452856781.1
2010,"EMU",12642935603562.1
2011,"EMU",13622723195115.4
2012,"EMU",12637588983379.4
2013,"EMU",13187495064380.7
2014,"EMU",13457720442907.5
2015,"EMU",11616144612366.3
2016,"EMU",11885664082849.1
1992,"ERI",477101651.648376
1993,"ERI",467872714.755603
1994,"ERI",531688311.688312
1995,"ERI",578015625.0
1996,"ERI",693535954.1900669
1997,"ERI",686490090.140141
1998,"ERI",745526154.93283
1999,"ERI",688921325.7120429
2000,"ERI",706370815.584416
2001,"ERI",752368495.512622
2002,"ERI",729321366.6518611
2003,"ERI",870247703.182758
2004,"ERI",1109054005.43971
2005,"ERI",1098425900.74116
2006,"ERI",1211161879.6748
2007,"ERI",1317974491.05691
2008,"ERI",1380188800.0
2009,"ERI",1856695551.21951
2010,"ERI",2117039512.1951199
2011,"ERI",2607739837.39837
1960,"ESP",12072126075.397
1961,"ESP",13834300571.4849
1962,"ESP",16138545209.246
1963,"ESP",19074913947.7196
1964,"ESP",21343844643.7341
1965,"ESP",24756958694.9238
1966,"ESP",28721062242.1634
1967,"ESP",31647119228.1982
1968,"ESP",31475548481.4095
1969,"ESP",36038711599.541
1970,"ESP",40881655098.6451
1971,"ESP",46492797365.2695
1972,"ESP",58971806626.9739
1973,"ESP",78425934894.3461
1974,"ESP",97009800115.3735
1975,"ESP",114465300289.855
1976,"ESP",118185307386.22198
1977,"ESP",132089531434.83
1978,"ESP",160163483072.917
1979,"ESP",214019077342.588
1980,"ESP",232134606637.27103
1981,"ESP",202257045774.013
1982,"ESP",195464408602.151
1983,"ESP",170486866357.309
1984,"ESP",171635463361.62302
1985,"ESP",180302412230.92
1986,"ESP",250638463466.793
1987,"ESP",317882187036.787
1988,"ESP",375138723325.239
1989,"ESP",413630538018.271
1990,"ESP",535101248775.71
1991,"ESP",575598537069.656
1992,"ESP",629202392003.901
1993,"ESP",523649481762.322
1994,"ESP",529121577319.58795
1995,"ESP",612939685081.398
1996,"ESP",640998292394.588
1997,"ESP",588692045454.545
1998,"ESP",617041986858.225
1999,"ESP",633194118900.49
2000,"ESP",595402616546.895
2001,"ESP",625975838926.175
2002,"ESP",705145868624.13
2003,"ESP",906853273137.698
2004,"ESP",1069555500372.49
2005,"ESP",1157276458151.97
2006,"ESP",1264551499184.54
2007,"ESP",1479341637010.68
2008,"ESP",1634989014208.29
2009,"ESP",1499074742984.16
2010,"ESP",1431587612302.26
2011,"ESP",1488017213511.01
2012,"ESP",1335945712662.3
2013,"ESP",1361775869855.87
2014,"ESP",1375856057716.82
2015,"ESP",1192955480686.43
2016,"ESP",1232088185030.31
1995,"EST",4373665145.55468
1996,"EST",4746109767.1999
1997,"EST",5066240419.29666
1998,"EST",5617109244.63233
1999,"EST",5726897998.29642
2000,"EST",5685774808.80862
2001,"EST",6245069734.13302
2002,"EST",7322069511.161341
2003,"EST",9833870709.12376
2004,"EST",12059201242.236
2005,"EST",14006088297.4754
2006,"EST",16963625015.6818
2007,"EST",22237061730.0849
2008,"EST",24194039255.8957
2009,"EST",19652492636.8436
2010,"EST",19490936349.1753
2011,"EST",23170239900.7654
2012,"EST",23043864510.0543
2013,"EST",25081185830.6876
2014,"EST",26213940386.7883
2015,"EST",22460470490.0133
2016,"EST",23136741984.155
1981,"ETH",7324903188.4058
1982,"ETH",7707678019.32367
1983,"ETH",8567890821.256041
1984,"ETH",8096302367.149759
1985,"ETH",9480840483.091791
1986,"ETH",9848600869.56522
1987,"ETH",10527338647.343
1988,"ETH",10908935748.7923
1989,"ETH",11476584879.2271
1990,"ETH",12175166763.285
1991,"ETH",13463868357.4879
1992,"ETH",10492993077.6093
1993,"ETH",8830712713.90781
1994,"ETH",6927950564.55657
1995,"ETH",7663984567.90123
1996,"ETH",8547939730.62374
1997,"ETH",8589211390.49612
1998,"ETH",7818224905.55071
1999,"ETH",7700833482.00615
2000,"ETH",8242392103.68061
2001,"ETH",8231326016.47494
2002,"ETH",7850809498.16803
2003,"ETH",8623691300.04079
2004,"ETH",10131187261.4421
2005,"ETH",12401139453.9738
2006,"ETH",15280861834.6024
2007,"ETH",19707616772.7996
2008,"ETH",27066912635.2228
2009,"ETH",32437389116.038
2010,"ETH",29933790334.3418
2011,"ETH",31952763089.33
2012,"ETH",43310721414.0829
2013,"ETH",47648211133.2183
2014,"ETH",55612228233.5179
2015,"ETH",64464423674.6569
2016,"ETH",72374252815.3782
1960,"EUU",358939666615.47
1961,"EUU",390789544218.134
1962,"EUU",426908194104.211
1963,"EUU",470297095519.743
1964,"EUU",521197684985.034
1965,"EUU",567590518505.6079
1966,"EUU",615283909698.1079
1967,"EUU",661166979382.423
1968,"EUU",687213740362.304
1969,"EUU",754796434973.4191
1970,"EUU",855234352054.2671
1971,"EUU",967419657510.2429
1972,"EUU",1158320102742.09
1973,"EUU",1470725772176.78
1974,"EUU",1652902769120.73
1975,"EUU",1926973312297.35
1976,"EUU",1995730917312.52
1977,"EUU",2260041856810.23
1978,"EUU",2769687171486.68
1979,"EUU",3382589603382.52
1980,"EUU",3860946303423.78
1981,"EUU",3416278760871.41
1982,"EUU",3287910701007.99
1983,"EUU",3186966976981.42
1984,"EUU",3059979571007.95
1985,"EUU",3162521224924.48
1986,"EUU",4336668252551.86
1987,"EUU",5365914989685.94
1988,"EUU",5985449350585.64
1989,"EUU",6111509859371.48
1990,"EUU",7578533627539.12
1991,"EUU",7865147971074.68
1992,"EUU",8570482000033.34
1993,"EUU",7814819013689.57
1994,"EUU",8298433649328.58
1995,"EUU",9610497311406.19
1996,"EUU",9824668960664.23
1997,"EUU",9273364401458.35
1998,"EUU",9589846268503.63
1999,"EUU",9576780993379.78
2000,"EUU",8899281080301.74
2001,"EUU",9000712583377.4
2002,"EUU",9811088515429.67
2003,"EUU",11945762088043.2
2004,"EUU",13795554923350.0
2005,"EUU",14426590936518.2
2006,"EUU",15388732742870.8
2007,"EUU",17781304404686.5
2008,"EUU",19117797795887.7
2009,"EUU",17080879375428.0
2010,"EUU",16977855795546.3
