"day","year","country","hour","value"
"4",2003,"USA",0,21
"4",2004,"USA",0,25
"4",2005,"USA",0,26
"4",2006,"USA",0,29
"4",2007,"USA",0,17
"4",2008,"USA",0,44
"4",2009,"USA",0,48
"4",2010,"USA",0,29
"4",2011,"USA",0,41
"4",2012,"USA",0,41
"4",2013,"USA",0,40
"4",2014,"USA",0,10
"4",1999,"ZAF",0,1
"6",2004,"ARG",0,1
"6",2007,"ARG",0,1
"6",1968,"AUS",0,1
"6",1996,"AUS",0,1
"6",2000,"AUS",0,1
"6",2001,"AUS",0,1
"6",2002,"AUS",0,1
"6",2003,"AUS",0,1
"6",2005,"AUS",0,1
"6",2007,"AUS",0,1
"6",2008,"AUS",0,2
"6",2012,"AUS",0,1
"6",2008,"AUT",0,1
"6",1985,"BGR",0,1
"6",2003,"BRA",0,1
"6",1992,"CAN",0,1
"6",1996,"CAN",0,1
"6",1999,"CAN",0,1
"6",2001,"CAN",0,2
"6",2002,"CAN",0,2
"6",2003,"CAN",0,3
"6",2004,"CAN",0,5
"6",2005,"CAN",0,2
"6",2006,"CAN",0,2
"6",2007,"CAN",0,2
"6",2008,"CAN",0,5
"6",2009,"CAN",0,1
"6",2010,"CAN",0,3
"6",2011,"CAN",0,4
"6",2012,"CAN",0,5
"6",2013,"CAN",0,3
"6",2014,"CAN",0,1
"6",2007,"CYP",0,1
"6",2008,"DEU",0,1
"6",2004,"EGY",0,1
"6",2010,"EGY",0,1
"6",2005,"FIN",0,1
"6",1997,"FRA",0,1
"6",1992,"GBR",0,1
"6",1996,"GBR",0,1
"6",1997,"GBR",0,1
"6",1999,"GBR",0,1
"6",2000,"GBR",0,2
"6",2001,"GBR",0,1
"6",2002,"GBR",0,1
"6",2003,"GBR",0,4
"6",2004,"GBR",0,4
"6",2005,"GBR",0,5
"6",2006,"GBR",0,3
"6",2007,"GBR",0,3
"6",2008,"GBR",0,4
"6",2009,"GBR",0,7
"6",2010,"GBR",0,3
"6",2011,"GBR",0,1
"6",2012,"GBR",0,1
"6",1999,"GRC",0,1
"6",2000,"GRD",0,1
"6",2006,"IDN",0,1
"6",1973,"IND",0,1
"6",2002,"IND",0,2
"6",2011,"IND",0,1
"6",2012,"IND",0,1
"6",2014,"IND",0,1
"6",2012,"IRL",0,1
"6",2003,"ISL",0,1
"6",2002,"LKA",0,2
"6",2013,"LVA",0,1
"6",2000,"MEX",0,1
"6",2005,"MEX",0,1
"6",2006,"MEX",0,1
"6",2011,"MLT",0,1
"6",2003,"MYS",0,2
"6",2003,"NLD",0,1
"6",2004,"NLD",0,1
"6",2001,"NOR",0,1
"6",2013,"NZL",0,1
"6",1993,"PAK",0,1
"6",2009,"PAK",0,1
"6",2013,"PAK",0,1
"6",1978,"PRI",0,1
"6",2005,"PRT",0,1
"6",2000,"RUS",0,1
"6",2012,"SLV",0,1
"6",2011,"TTO",0,1
"6",2001,"TUR",0,1
"6",2003,"TUR",0,1
"6",1962,"USA",0,1
"6",1966,"USA",0,1
"6",1968,"USA",0,4
"6",1970,"USA",0,2
"6",1972,"USA",0,2
"6",1973,"USA",0,2
"6",1974,"USA",0,9
"6",1976,"USA",0,1
"6",1977,"USA",0,3
"6",1978,"USA",0,4
"6",1980,"USA",0,3
"6",1981,"USA",0,1
"6",1982,"USA",0,3
"6",1983,"USA",0,1
"6",1984,"USA",0,1
"6",1985,"USA",0,2
"6",1986,"USA",0,1
"6",1987,"USA",0,1
"6",1988,"USA",0,3
"6",1989,"USA",0,1
"6",1990,"USA",0,2
"6",1991,"USA",0,1
"6",1992,"USA",0,4
"6",1993,"USA",0,1
"6",1994,"USA",0,3
"6",1995,"USA",0,19
"6",1996,"USA",0,10
"6",1997,"USA",0,6
"6",1998,"USA",0,15
"6",1999,"USA",0,14
"6",2000,"USA",0,18
"6",2001,"USA",0,26
"6",2002,"USA",0,24
"6",2003,"USA",0,23
"6",2004,"USA",0,35
"6",2005,"USA",0,41
"6",2006,"USA",0,35
"6",2007,"USA",0,38
"6",2008,"USA",0,47
"6",2009,"USA",0,34
"6",2010,"USA",0,37
"6",2011,"USA",0,57
"6",2012,"USA",0,61
"6",2013,"USA",0,48
"6",2014,"USA",0,18
"6",2010,"VIR",0,1
"6",1968,"VNM",0,1
"1",2007,"ALB",0,1
"1",2001,"AUS",0,2
"1",2002,"AUS",0,2
"1",2010,"AUS",0,1
"1",2011,"AUS",0,1
"1",2013,"AUS",0,1
"1",1991,"BGR",0,1
"1",2012,"BGR",0,1
"1",1990,"BRA",0,1
"1",1999,"BRA",0,1
"1",1970,"CAN",0,1
"1",1985,"CAN",0,1
"1",1992,"CAN",0,1
"1",1994,"CAN",0,1
"1",1996,"CAN",0,2
"1",1997,"CAN",0,1
"1",1999,"CAN",0,3
"1",2000,"CAN",0,2
"1",2002,"CAN",0,2
"1",2003,"CAN",0,2
"1",2004,"CAN",0,6
"1",2005,"CAN",0,2
"1",2006,"CAN",0,5
"1",2007,"CAN",0,3
"1",2008,"CAN",0,2
"1",2009,"CAN",0,1
"1",2010,"CAN",0,3
"1",2011,"CAN",0,2
"1",2012,"CAN",0,2
"1",2013,"CAN",0,3
"1",1996,"CHE",0,1
"1",2003,"CHE",0,1
"1",2001,"CHL",0,1
"1",2004,"CHN",0,1
"1",2012,"CHN",0,1
"1",2007,"CYP",0,1
"1",2010,"DEU",0,1
"1",2013,"DEU",0,1
"1",2014,"DEU",0,1
"1",2003,"DNK",0,1
"1",2009,"DNK",0,1
"1",1986,"DOM",0,1
"1",1995,"ECU",0,1
"1",2010,"ESP",0,1
"1",2011,"ESP",0,1
"1",2012,"ESP",0,1
"1",2008,"FRA",0,1
"1",2011,"FRA",0,1
"1",1978,"GBR",0,1
"1",1993,"GBR",0,1
"1",2001,"GBR",0,3
"1",2002,"GBR",0,1
"1",2003,"GBR",0,1
"1",2005,"GBR",0,1
"1",2006,"GBR",0,1
"1",2007,"GBR",0,5
"1",2009,"GBR",0,3
"1",2011,"GBR",0,4
"1",1997,"GRC",0,1
"1",1992,"IND",0,1
"1",2002,"IND",0,2
"1",2003,"IND",0,1
"1",2007,"IND",0,1
"1",2008,"IND",0,1
"1",2012,"IND",0,1
"1",2013,"IND",0,1
"1",2000,"IRL",0,1
"1",2009,"IRQ",0,1
"1",1996,"ISR",0,1
"1",2002,"ITA",0,1
"1",2001,"LBN",0,1
"1",2002,"LKA",0,1
"1",2000,"MEX",0,1
"1",2001,"MEX",0,1
"1",2005,"MEX",0,1
"1",2000,"MKD",0,1
"1",2003,"MYS",0,1
"1",1998,"NLD",0,1
"1",2002,"NLD",0,2
"1",2001,"NOR",0,1
"1",2007,"NOR",0,2
"1",2000,"NZL",0,1
"1",2001,"NZL",0,1
"1",2005,"PAK",0,1
"1",2001,"PER",0,1
"1",2007,"PHL",0,1
"1",1990,"PRI",0,1
"1",2007,"PRI",0,1
"1",2012,"ROU",0,1
"1",2001,"SAU",0,1
"1",2000,"SWE",0,1
"1",2004,"SWE",0,1
"1",1999,"TUR",0,1
"1",1966,"USA",0,2
"1",1968,"USA",0,4
"1",1970,"USA",0,1
"1",1975,"USA",0,9
"1",1976,"USA",0,1
"1",1977,"USA",0,1
"1",1978,"USA",0,2
"1",1979,"USA",0,1
"1",1980,"USA",0,3
"1",1981,"USA",0,2
"1",1982,"USA",0,1
"1",1983,"USA",0,1
"1",1985,"USA",0,2
"1",1986,"USA",0,2
"1",1987,"USA",0,3
"1",1988,"USA",0,2
"1",1989,"USA",0,1
"1",1990,"USA",0,2
"1",1991,"USA",0,2
"1",1992,"USA",0,3
"1",1993,"USA",0,2
"1",1994,"USA",0,7
"1",1995,"USA",0,19
"1",1996,"USA",0,8
"1",1997,"USA",0,9
"1",1998,"USA",0,20
"1",1999,"USA",0,16
"1",2000,"USA",0,16
"1",2001,"USA",0,15
"1",2002,"USA",0,14
"1",2003,"USA",0,20
"1",2004,"USA",0,27
"1",2005,"USA",0,27
"1",2006,"USA",0,23
"1",2007,"USA",0,34
"1",2008,"USA",0,37
"1",2009,"USA",0,37
"1",2010,"USA",0,22
"1",2011,"USA",0,35
"1",2012,"USA",0,50
"1",2013,"USA",0,34
"1",2014,"USA",0,13
"1",1988,"UZB",0,1
"5",2010,"ARE",0,1
"5",2013,"ARG",0,1
"5",1962,"AUS",0,1
"5",1984,"AUS",0,1
"5",1990,"AUS",0,1
"5",1995,"AUS",0,1
"5",2005,"AUS",0,3
"5",2007,"AUS",0,1
"5",2014,"AUS",0,1
"5",2001,"BEL",0,1
"5",2004,"BEL",0,2
"5",1975,"BOL",0,1
"5",2014,"BRA",0,1
"5",1972,"CAN",0,2
"5",1973,"CAN",0,1
"5",1977,"CAN",0,1
"5",1983,"CAN",0,1
"5",1989,"CAN",0,1
"5",1994,"CAN",0,1
"5",1997,"CAN",0,1
"5",1998,"CAN",0,1
"5",1999,"CAN",0,3
"5",2000,"CAN",0,1
"5",2001,"CAN",0,1
"5",2002,"CAN",0,4
"5",2003,"CAN",0,3
"5",2004,"CAN",0,1
"5",2005,"CAN",0,5
"5",2006,"CAN",0,1
"5",2007,"CAN",0,3
"5",2008,"CAN",0,1
"5",2009,"CAN",0,8
"5",2010,"CAN",0,2
"5",2011,"CAN",0,2
"5",2012,"CAN",0,1
"5",2013,"CAN",0,3
"5",1997,"CHL",0,1
"5",2008,"CHN",0,1
"5",2005,"COL",0,1
"5",2014,"CRI",0,1
"5",2011,"CYP",0,1
"5",1991,"CZE",0,1
"5",1991,"DEU",0,1
"5",2006,"DEU",0,1
"5",2004,"ESP",0,1
"5",2005,"ESP",0,1
"5",2005,"FRA",0,1
"5",1997,"GBR",0,2
"5",1998,"GBR",0,1
"5",1999,"GBR",0,2
"5",2000,"GBR",0,1
"5",2001,"GBR",0,2
"5",2002,"GBR",0,5
"5",2004,"GBR",0,3
"5",2005,"GBR",0,1
"5",2006,"GBR",0,5
"5",2008,"GBR",0,4
"5",2009,"GBR",0,3
"5",2010,"GBR",0,6
"5",2012,"GBR",0,1
"5",2013,"GBR",0,1
"5",1979,"GRC",0,1
"5",2000,"IND",0,1
"5",2008,"IND",0,1
"5",2013,"IND",0,1
"5",2001,"IRL",0,1
"5",2010,"IRL",0,1
"5",2006,"IRN",0,1
"5",2003,"IRQ",0,1
"5",1999,"KOR",0,1
"5",1998,"MEX",0,1
"5",2003,"MEX",0,2
"5",2004,"MEX",0,1
"5",2012,"NLD",0,1
"5",2013,"NLD",0,1
"5",2008,"NOR",0,1
"5",2001,"NZL",0,1
"5",2009,"PHL",0,1
"5",1997,"PRT",0,1
"5",2002,"PRT",0,1
"5",2006,"PRT",0,1
"5",2001,"RUS",0,2
"5",2006,"RUS",0,1
"5",2013,"RUS",0,1
"5",2007,"SAU",0,1
"5",2002,"SEN",0,1
"5",2002,"SWE",0,1
"5",1962,"USA",0,2
"5",1966,"USA",0,2
"5",1970,"USA",0,3
"5",1971,"USA",0,1
"5",1973,"USA",0,5
"5",1974,"USA",0,1
"5",1975,"USA",0,3
"5",1977,"USA",0,2
"5",1978,"USA",0,1
"5",1979,"USA",0,2
"5",1980,"USA",0,1
"5",1982,"USA",0,2
"5",1983,"USA",0,2
"5",1984,"USA",0,5
"5",1985,"USA",0,2
"5",1986,"USA",0,2
"5",1987,"USA",0,2
"5",1988,"USA",0,4
"5",1989,"USA",0,2
"5",1990,"USA",0,2
"5",1991,"USA",0,1
"5",1993,"USA",0,1
"5",1994,"USA",0,1
"5",1995,"USA",0,27
"5",1996,"USA",0,3
"5",1997,"USA",0,11
"5",1998,"USA",0,13
"5",1999,"USA",0,18
"5",2000,"USA",0,17
"5",2001,"USA",0,14
"5",2002,"USA",0,18
"5",2003,"USA",0,29
"5",2004,"USA",0,21
"5",2005,"USA",0,34
"5",2006,"USA",0,28
"5",2007,"USA",0,31
"5",2008,"USA",0,35
"5",2009,"USA",0,34
"5",2010,"USA",0,62
"5",2011,"USA",0,38
"5",2012,"USA",0,39
"5",2013,"USA",0,46
"5",2014,"USA",0,17
"5",2000,"VEN",0,1
"5",2006,"ZAF",0,1
"2",1980,"AUS",0,1
"2",1997,"AUS",0,1
"2",1998,"AUS",0,2
"2",2001,"AUS",0,1
"2",2005,"AUS",0,3
"2",2007,"AUS",0,1
"2",2008,"AUS",0,1
"2",2013,"AUS",0,2
"2",1999,"AUT",0,1
"2",1975,"CAN",0,2
"2",1982,"CAN",0,1
"2",1993,"CAN",0,1
"2",1997,"CAN",0,5
"2",1998,"CAN",0,1
"2",1999,"CAN",0,1
"2",2000,"CAN",0,2
"2",2002,"CAN",0,1
"2",2003,"CAN",0,4
"2",2004,"CAN",0,2
"2",2005,"CAN",0,5
"2",2006,"CAN",0,2
"2",2007,"CAN",0,2
"2",2008,"CAN",0,1
"2",2009,"CAN",0,1
"2",2010,"CAN",0,1
"2",2013,"CAN",0,2
"2",2014,"CAN",0,1
"2",2008,"CHL",0,1
"2",2014,"DEU",0,1
"2",2003,"DNK",0,1
"2",1986,"ESP",0,1
"2",2004,"FIN",0,1
"2",2005,"FIN",0,1
"2",1970,"GBR",0,1
"2",1971,"GBR",0,1
"2",1976,"GBR",0,2
"2",1999,"GBR",0,1
"2",2000,"GBR",0,1
"2",2001,"GBR",0,1
"2",2002,"GBR",0,3
"2",2004,"GBR",0,1
"2",2005,"GBR",0,2
"2",2006,"GBR",0,2
"2",2007,"GBR",0,2
"2",2008,"GBR",0,2
"2",2009,"GBR",0,2
"2",2010,"GBR",0,1
"2",2011,"GBR",0,2
"2",2012,"GBR",0,1
"2",2013,"GBR",0,2
"2",2014,"GBR",0,1
"2",1987,"GRC",0,1
"2",2013,"HND",0,1
"2",2005,"HRV",0,1
"2",2006,"IND",0,1
"2",2012,"IND",0,1
"2",1999,"IRL",0,1
"2",2004,"IRL",0,1
"2",2011,"IRN",0,1
"2",2003,"IRQ",0,1
"2",2011,"ITA",0,1
"2",2010,"JPN",0,1
"2",2002,"MEX",0,1
"2",2008,"MEX",0,1
"2",2012,"NLD",0,1
"2",1970,"NOR",0,1
"2",1992,"NZL",0,1
"2",2008,"PAK",0,1
"2",2009,"PER",0,1
"2",2013,"PHL",0,1
"2",2013,"PRI",0,1
"2",2004,"PRT",0,1
"2",2014,"SRB",0,1
"2",2013,"SVK",0,1
"2",2000,"SWE",0,1
"2",1972,"TUR",0,1
"2",2006,"UKR",0,1
"2",1966,"USA",0,2
"2",1968,"USA",0,3
"2",1970,"USA",0,1
"2",1971,"USA",0,1
"2",1973,"USA",0,1
"2",1975,"USA",0,1
"2",1976,"USA",0,3
"2",1978,"USA",0,1
"2",1979,"USA",0,1
"2",1980,"USA",0,2
"2",1981,"USA",0,4
"2",1982,"USA",0,4
"2",1984,"USA",0,2
"2",1985,"USA",0,4
"2",1986,"USA",0,1
"2",1987,"USA",0,2
"2",1988,"USA",0,2
"2",1989,"USA",0,4
"2",1991,"USA",0,1
"2",1992,"USA",0,3
"2",1993,"USA",0,8
"2",1994,"USA",0,2
"2",1995,"USA",0,9
"2",1996,"USA",0,5
"2",1997,"USA",0,9
"2",1998,"USA",0,14
"2",1999,"USA",0,21
"2",2000,"USA",0,10
"2",2001,"USA",0,18
"2",2002,"USA",0,17
"2",2003,"USA",0,33
"2",2004,"USA",0,19
"2",2005,"USA",0,36
"2",2006,"USA",0,28
"2",2007,"USA",0,19
"2",2008,"USA",0,38
"2",2009,"USA",0,29
"2",2010,"USA",0,33
"2",2011,"USA",0,34
"2",2012,"USA",0,44
"2",2013,"USA",0,64
"2",2014,"USA",0,12
"2",2003,"VEN",0,1
"2",2008,"VEN",0,1
"2",2009,"ZAF",0,1
"2",2013,"ZAF",0,1
"7",1975,"AUS",1,1
"7",1996,"AUS",1,1
"7",2000,"AUS",1,1
"7",2005,"AUS",1,1
"7",2009,"AUS",1,1
"7",2014,"AUS",1,1
"7",2002,"BIH",1,1
"7",1997,"BOL",1,1
"7",1979,"CAN",1,1
"7",1980,"CAN",1,1
"7",1999,"CAN",1,1
"7",2000,"CAN",1,2
"7",2001,"CAN",1,1
"7",2002,"CAN",1,2
"7",2003,"CAN",1,3
"7",2004,"CAN",1,2
"7",2005,"CAN",1,1
"7",2006,"CAN",1,3
"7",2007,"CAN",1,5
"7",2008,"CAN",1,4
"7",2009,"CAN",1,1
"7",2010,"CAN",1,3
"7",2012,"CAN",1,5
"7",2013,"CAN",1,2
"7",1989,"CHL",1,1
"7",1999,"COG",1,1
"7",2012,"DNK",1,1
"7",2000,"ESP",1,1
"7",2006,"EST",1,1
"7",2008,"EST",1,1
"7",2004,"FIN",1,1
"7",2010,"FRA",1,1
"7",2012,"FRA",1,1
"7",1997,"GBR",1,1
"7",2000,"GBR",1,2
"7",2001,"GBR",1,1
"7",2003,"GBR",1,1
"7",2004,"GBR",1,1
"7",2005,"GBR",1,1
"7",2007,"GBR",1,1
"7",2008,"GBR",1,2
"7",2009,"GBR",1,1
"7",2010,"GBR",1,2
"7",2012,"GBR",1,1
"7",2014,"GBR",1,1
"7",2006,"GMB",1,1
"7",2004,"GRC",1,1
"7",2012,"HRV",1,1
"7",2001,"IRL",1,1
"7",2012,"JAM",1,1
"7",2002,"LTU",1,1
"7",2012,"MEX",1,1
